source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error
3942880106300734592,194.18183192962198,21.683060889977675,,,16.518312,1.5245352,,
3942880106302101248,194.1821648925413,21.68371994548203,,,20.032251,,,
3942880106302100480,194.18118405606515,21.683703074301988,,,19.539263,,,
3942880106302106624,194.18330498202667,21.68261360317599,,,20.196815,,,
3942880106302107136,194.18312336143885,21.682717363212323,,,20.102478,,,
